episode,total_reward,loss,avg_td,epsilon,eval_reward,eval_order,time_s
126,4856.576522539379,4560.59228515625,41.21173858642578,0.05,,,3512.9
127,1126.3390666393802,4525.9599609375,40.989524841308594,0.05,,,3669.7
128,4124.078416176964,4492.095703125,37.76801300048828,0.05,,,3672.32
129,2531.599924983799,4464.1435546875,57.0067024230957,0.05,,,3709.07
130,4410.84108021656,4429.8359375,35.90904998779297,0.05,,,3712.56
131,2663.1433387739603,4397.6943359375,38.56381607055664,0.05,,,3715.95
132,3925.2033571805046,4365.27783203125,37.987815856933594,0.05,,,3726.87
133,2912.78000912905,4332.7041015625,35.3420524597168,0.05,,,3760.75
134,864.0926039877182,4303.634765625,43.77082061767578,0.05,,,3910.28
135,2487.04064516647,4275.05615234375,42.31352233886719,0.05,,,3927.53
136,2965.6635866130914,4245.8857421875,31.054821014404297,0.05,,,3943.12
137,2185.3773708827825,4217.02294921875,28.91344451904297,0.05,,,4034.95
138,2541.099410677782,4185.4697265625,17.459211349487305,0.05,,,4046.77
139,3210.8279683672586,4156.78662109375,27.838552474975586,0.05,,,4051.08
140,2169.832481612539,4127.8505859375,25.815092086791992,0.05,,,4139.35
141,1114.5208392131349,4113.77392578125,59.651432037353516,0.05,,,4301.04
142,4180.776977366626,4088.876953125,39.42716979980469,0.05,,,4304.37
143,4084.407366766353,4065.2509765625,46.026084899902344,0.05,,,4328.65
144,3915.5626145367755,4041.768310546875,42.10237121582031,0.05,,,4366.7
145,3749.570378924357,4017.25146484375,38.89706039428711,0.05,,,4384.44
146,-2144.7367119725127,3995.799560546875,48.89826583862305,0.05,,,4657.74
147,1983.3317142834426,3968.68798828125,25.897659301757812,0.05,,,4661.1
148,957.579204627448,3951.310791015625,44.693016052246094,0.05,,,4838.13
149,5239.482768007885,3926.921142578125,31.35533905029297,0.05,,,4841.15
150,3814.4679323663536,3902.92041015625,33.858089447021484,0.05,3790.8580252842257,"1,6,2,5,0,3,4,7",4847.03
151,1022.6556321822892,3877.319091796875,25.87807846069336,0.05,,,5007.97
152,4577.09091195055,3855.942138671875,40.99241638183594,0.05,,,5027.66
153,1638.6048639615399,3830.69140625,23.617286682128906,0.05,,,5111.28
154,3027.2313017679585,3806.514404296875,30.631837844848633,0.05,,,5123.8
155,4420.753471582964,3785.069580078125,37.69343566894531,0.05,,,5164.1
156,3155.7832305171382,3761.7373046875,25.44690704345703,0.05,,,5202.12
157,4656.293351265931,3740.617919921875,33.371788024902344,0.05,,,5204.97
158,1843.5130331771993,3720.04541015625,28.309986114501953,0.05,,,5329.93
159,2625.4668129226934,3697.685546875,26.358627319335938,0.05,,,5351.84
160,2750.4696090533357,3677.03515625,29.02244758605957,0.05,,,5403.34
161,2516.590311889594,3658.939208984375,47.02505111694336,0.05,,,5414.76
162,4563.709948060317,3639.674560546875,39.031951904296875,0.05,,,5417.46
163,4572.793437066628,3619.67578125,28.43097686767578,0.05,,,5420.62
164,2611.361812460508,3600.56201171875,38.68007278442383,0.05,,,5430.19
165,3613.9378628282657,3579.650634765625,29.72870445251465,0.05,,,5449.63
166,3585.2635996528165,3559.21826171875,24.849828720092773,0.05,,,5480.78
167,1760.243296212988,3538.12109375,26.20501708984375,0.05,,,5546.3
168,4202.235157074444,3517.52490234375,23.80550193786621,0.05,,,5548.97
169,1310.0924799886445,3496.991455078125,27.90875244140625,0.05,,,5698.32
170,1679.1229008450748,3478.04443359375,28.543163299560547,0.05,,,5843.78
171,4921.461930454174,3460.691650390625,35.46751403808594,0.05,,,5847.19
172,3470.602767238721,3445.1044921875,34.23169708251953,0.05,,,5850.58
173,4144.098486094231,3426.374267578125,32.627986907958984,0.05,,,5854.11
174,2830.482829547376,3406.847412109375,21.56222152709961,0.05,,,5892.55
175,982.4019303831027,3387.662841796875,18.364948272705078,0.05,,,5974.27
176,4135.933514172843,3371.064453125,30.450759887695312,0.05,,,6000.74
177,3393.163860103709,3352.097900390625,16.195720672607422,0.05,,,6067.89
178,1642.335690515557,3335.4560546875,26.254486083984375,0.05,,,6156.9
179,220.63132108140388,3318.384033203125,23.412696838378906,0.05,,,6320.33
180,1818.4354635041939,3301.03515625,18.885746002197266,0.05,,,6472.25
181,4423.705020510796,3282.322265625,12.74406623840332,0.05,,,6475.25
182,4371.812208288316,3264.862060546875,19.153167724609375,0.05,,,6478.57
183,3283.6537318741493,3247.3232421875,19.229345321655273,0.05,,,6520.87
184,1713.3848797884882,3229.273193359375,14.559431076049805,0.05,,,6601.13
185,4378.463009682739,3211.963134765625,16.524995803833008,0.05,,,6608.49
186,5588.122312567944,3197.55859375,27.5377197265625,0.05,,,6611.75
187,4656.736471217346,3180.0732421875,12.894153594970703,0.05,,,6614.6
188,4141.213819461098,3162.92333984375,15.256796836853027,0.05,,,6618.0
189,3747.2496044596605,3146.284912109375,20.159854888916016,0.05,,,6621.32
190,3030.9746345687886,3130.462890625,25.3642635345459,0.05,,,6665.4
191,4273.821846495051,3115.135498046875,21.901042938232422,0.05,,,6698.81
192,2943.137617616782,3098.872314453125,14.733155250549316,0.05,,,6770.09
193,1468.6645280673795,3083.23291015625,20.263999938964844,0.05,,,6839.85
194,3730.8213497888,3067.174560546875,12.164426803588867,0.05,,,6843.41
195,4061.196033995083,3052.117431640625,20.386207580566406,0.05,,,6853.57
196,4102.16786878271,3036.516845703125,14.820414543151855,0.05,,,6878.37
197,3787.09385784208,3025.07470703125,20.437389373779297,0.05,,,6899.18
198,1933.364317043092,3009.970947265625,17.624113082885742,0.05,,,6987.78
199,3891.419396420598,2994.602783203125,13.093961715698242,0.05,,,6991.33
200,3227.5545092581015,2979.4814453125,12.560497283935547,0.05,2445.9343298824106,"7,3,1,2,0,5,4,6",7053.12
201,2834.3661778790442,2964.794189453125,18.242286682128906,0.05,,,7087.17
202,4100.841575810629,2957.825439453125,43.453819274902344,0.05,,,7090.31
203,1563.7146615064291,2943.36572265625,21.262161254882812,0.05,,,7165.55
204,2882.2220035160985,2931.60205078125,32.49713897705078,0.05,,,7222.51
205,4288.609199508591,2921.376953125,37.14011001586914,0.05,,,7243.77
206,3324.923776384432,2907.47021484375,23.88998031616211,0.05,,,7246.88
207,3784.218552984136,2893.76708984375,23.582284927368164,0.05,,,7284.15
208,2330.0384026325532,2883.6689453125,41.8366584777832,0.05,,,7315.69
209,746.3431666766802,2871.535888671875,34.96662521362305,0.05,,,7411.06
210,7.922776546876612,2861.068359375,37.848114013671875,0.05,,,7594.71
211,2121.7577673805567,2848.322265625,24.066749572753906,0.05,,,7667.61
212,2243.18527069352,2835.254150390625,22.901138305664062,0.05,,,7685.35
213,4720.768907339103,2822.0859375,15.100564002990723,0.05,,,7691.61
214,4618.310259806951,2808.93359375,13.946428298950195,0.05,,,7702.56
215,4795.530319405985,2796.423583984375,15.862210273742676,0.05,,,7705.95
216,4463.533714412984,2784.294921875,17.074562072753906,0.05,,,7709.48
217,3904.6541477630153,2772.65869140625,21.141124725341797,0.05,,,7712.92
218,3072.89522839391,2759.942626953125,17.468660354614258,0.05,,,7760.8
219,3632.0507586674817,2747.298095703125,16.137258529663086,0.05,,,7764.25
220,4373.859615369801,2736.262939453125,23.78311538696289,0.05,,,7767.81
221,3712.902822432793,2724.245849609375,15.285049438476562,0.05,,,7770.49
222,4779.911867523848,2711.862548828125,12.663141250610352,0.05,,,7774.01
223,684.0765922875295,2699.4453125,11.677043914794922,0.05,,,7957.93
224,5101.9424169082995,2687.455322265625,15.624058723449707,0.05,,,7961.46
225,2984.174393179513,2675.75048828125,17.872360229492188,0.05,,,8005.24
226,4531.481404851714,2664.29833984375,19.502180099487305,0.05,,,8040.38
227,2800.618741537238,2652.697998046875,21.4146785736084,0.05,,,8068.73
228,2213.0782600745447,2641.111083984375,18.63373374938965,0.05,,,8163.38
229,2596.7011042298454,2629.725830078125,19.262710571289062,0.05,,,8176.36
230,4602.275425949073,2618.251220703125,15.0608549118042,0.05,,,8179.51
231,3694.3165723193797,2607.00732421875,17.476469039916992,0.05,,,8183.11
232,3748.396804264637,2595.606201171875,11.426000595092773,0.05,,,8186.44
233,4358.247751877886,2584.56103515625,12.865331649780273,0.05,,,8189.4
234,719.3019920903334,2573.585693359375,13.07918930053711,0.05,,,8332.75
235,4222.651818683556,2562.47607421875,9.738241195678711,0.05,,,8336.23
236,3900.181917010402,2551.509765625,10.029192924499512,0.05,,,8339.52
237,5182.764662973758,2541.107421875,17.2553768157959,0.05,,,8342.96
238,2589.0029587227978,2530.459228515625,11.696249008178711,0.05,,,8361.19
239,2876.759023948823,2520.2021484375,17.226640701293945,0.05,,,8367.36
240,3542.5723429361155,2509.6455078125,10.67283821105957,0.05,,,8370.19
241,4400.272090549956,2499.5390625,16.967510223388672,0.05,,,8373.26
242,482.4921309229542,2489.172119140625,14.085704803466797,0.05,,,8509.04
243,3517.890957036716,2479.215087890625,18.43738555908203,0.05,,,8527.59
244,3908.1625339181796,2469.98583984375,23.30306625366211,0.05,,,8531.01
245,3623.1354028007204,2460.138916015625,18.015966415405273,0.05,,,8534.04
246,-241.64891232432277,2450.43017578125,16.85222625732422,0.05,,,8676.74
247,3052.940505211368,2440.59619140625,17.276426315307617,0.05,,,8700.8
248,3764.685350767286,2430.58349609375,13.247791290283203,0.05,,,8704.24
249,4831.753258645993,2420.6845703125,14.242424964904785,0.05,,,8707.55
250,4070.50292346102,2410.8974609375,14.280302047729492,0.05,4495.652350249093,"6,3,0,4,1,5,7,2",8713.06
251,4443.118239579547,2401.408203125,16.54599952697754,0.05,,,8716.14
252,2832.672706628443,2392.068603515625,16.592819213867188,0.05,,,8725.65
253,1129.3015273956757,2382.69091796875,15.452364921569824,0.05,,,8807.1
254,2656.100440659174,2373.210205078125,11.548310279846191,0.05,,,8845.45
255,4301.675326031757,2364.349853515625,17.207473754882812,0.05,,,8848.56
256,4262.7885702489175,2355.094970703125,9.855722427368164,0.05,,,8851.85
257,3988.6325696761696,2345.7451171875,8.347887992858887,0.05,,,8855.49
258,4256.028756846839,2336.748046875,12.578126907348633,0.05,,,8876.02
259,3382.084367083098,2328.37353515625,19.51605796813965,0.05,,,8929.44
260,4747.4544906780975,2319.3994140625,14.32463264465332,0.05,,,8942.59
261,4158.315603441951,2310.452880859375,13.421747207641602,0.05,,,8945.84
262,3636.840985562168,2301.881103515625,16.895631790161133,0.05,,,8954.5
263,4110.276612256797,2293.28466796875,18.328514099121094,0.05,,,8977.6
264,4274.240539462009,2284.867431640625,13.415307998657227,0.05,,,8981.0
265,3541.7045771677076,2276.196044921875,12.23963451385498,0.05,,,8985.58
266,1567.4144381128142,2267.566650390625,10.989566802978516,0.05,,,9157.36
267,4261.787534889014,2259.06005859375,10.589683532714844,0.05,,,9160.72
268,3531.571097303789,2250.584228515625,9.415096282958984,0.05,,,9163.16
269,3284.1065133626776,2242.53466796875,14.480552673339844,0.05,,,9172.79
270,3488.4057794791725,2234.76513671875,17.844778060913086,0.05,,,9215.8
271,4002.5176439824063,2227.2841796875,16.813770294189453,0.05,,,9238.92
272,5787.237431465957,2219.37841796875,13.338245391845703,0.05,,,9242.39
273,2871.664295501174,2211.396728515625,11.878974914550781,0.05,,,9331.98
274,1989.2161963504293,2203.63134765625,12.701723098754883,0.05,,,9402.86
275,2296.9742403652704,2195.6318359375,9.842069625854492,0.05,,,9485.81
276,3597.431297375863,2187.572021484375,7.195249557495117,0.05,,,9489.1
277,1494.5925332951,2179.607177734375,7.146026611328125,0.05,,,9584.06
278,5623.195459872422,2171.615234375,7.12716007232666,0.05,,,9592.93
279,3455.009243601114,2163.692626953125,7.1382551193237305,0.05,,,9612.53
280,2588.220787388426,2156.0634765625,13.33851146697998,0.05,,,9635.84
281,3902.334962459218,2148.446044921875,14.44249153137207,0.05,,,9639.11
282,2836.202841881953,2140.8115234375,12.073720932006836,0.05,,,9708.15
283,4186.856819062023,2133.87646484375,21.64647674560547,0.05,,,9710.74
284,1616.9307933981352,2126.334716796875,12.280328750610352,0.05,,,9769.69
285,3847.119828161395,2119.045654296875,15.15373706817627,0.05,,,9772.97
286,4277.553086924657,2111.942138671875,16.63197135925293,0.05,,,9814.13
287,3675.100145576741,2104.5869140625,11.647817611694336,0.05,,,9817.59
288,4238.628974140074,2097.661376953125,17.006332397460938,0.05,,,9821.05
289,4090.465277145146,2090.74169921875,14.053447723388672,0.05,,,9824.38
290,4028.4356428207275,2083.59521484375,14.23108959197998,0.05,,,9827.56
291,2820.563196139837,2076.358642578125,9.663701057434082,0.05,,,9924.99
292,6520.772874521151,2069.224609375,11.490328788757324,0.05,,,9928.45
293,3749.8777487560424,2062.137451171875,9.983375549316406,0.05,,,9932.16
294,3207.131398284005,2055.0625,9.784513473510742,0.05,,,10006.91
295,3640.9539646670387,2048.0693359375,9.612434387207031,0.05,,,10009.76
296,3019.446025135925,2041.2752685546875,11.421523094177246,0.05,,,10047.12
297,1898.1970941033555,2034.479736328125,11.187260627746582,0.05,,,10086.56
298,4577.132462726852,2027.9168701171875,13.800383567810059,0.05,,,10100.18
299,3583.0785931600217,2021.1636962890625,11.705583572387695,0.05,,,10103.76
300,1212.6509394611799,2014.8204345703125,16.25769805908203,0.05,4607.832178676785,"6,7,2,3,5,0,4,1",10191.9
301,3700.957781664806,2009.1031494140625,21.121902465820312,0.05,,,10195.42
302,3106.91280941583,2002.5455322265625,14.40728759765625,0.05,,,10198.85
303,2294.3522744728484,1996.4951171875,16.668601989746094,0.05,,,10285.48
304,3378.252852649608,1990.08251953125,13.404279708862305,0.05,,,10289.01
305,5394.547701438614,1983.592529296875,11.930907249450684,0.05,,,10292.31
306,4743.09377091651,1977.3367919921875,13.330608367919922,0.05,,,10295.75
307,5393.811548638922,1970.83056640625,10.127857208251953,0.05,,,10299.12
308,4697.241822922414,1964.715087890625,15.996010780334473,0.05,,,10302.16
309,3592.2778567122114,1958.29052734375,9.068509101867676,0.05,,,10305.55
310,3571.179996305328,1951.9488525390625,10.53233528137207,0.05,,,10310.44
311,2838.5580439102873,1945.5838623046875,8.08510971069336,0.05,,,10353.62
312,4718.641590014417,1939.445068359375,10.71474838256836,0.05,,,10370.56
313,3441.990770337418,1933.2181396484375,9.146333694458008,0.05,,,10381.95
314,2632.8699238135523,1927.2152099609375,11.959928512573242,0.05,,,10438.34
315,4058.886547401845,1921.012939453125,5.30592155456543,0.05,,,10441.48
316,3352.7532000528468,1914.913818359375,8.176355361938477,0.05,,,10445.01
317,3575.776202084626,1909.1534423828125,13.090803146362305,0.05,,,10448.52
318,4571.234071331959,1903.1131591796875,8.099228858947754,0.05,,,10451.83
319,3324.982033461513,1897.0537109375,5.690915584564209,0.05,,,10498.03
320,196.25491337664698,1891.1090087890625,7.259631156921387,0.05,,,10619.1
321,3391.077730081648,1885.2325439453125,12.17833423614502,0.05,,,10622.76
322,4881.894544021863,1879.2874755859375,7.9056315422058105,0.05,,,10626.24
323,2723.1097192013813,1873.4237060546875,9.916107177734375,0.05,,,10706.44
324,3342.1759718377157,1867.5975341796875,10.352542877197266,0.05,,,10718.65
325,3144.2277133398975,1861.85986328125,9.62515640258789,0.05,,,10754.82
326,4274.148100232914,1856.0809326171875,8.682960510253906,0.05,,,10758.31
327,2008.7578131673051,1850.3695068359375,9.613533020019531,0.05,,,10833.47
328,2986.6715313422687,1844.6697998046875,8.682753562927246,0.05,,,10840.77
329,4911.80389288835,1839.480224609375,15.677106857299805,0.05,,,10844.17
330,5435.174530209113,1833.899169921875,9.355096817016602,0.05,,,10847.19
331,4491.927939016228,1828.41015625,10.688430786132812,0.05,,,10850.01
332,4087.737953273853,1823.0213623046875,11.246679306030273,0.05,,,10853.42
333,3967.113900070681,1817.47216796875,6.32882022857666,0.05,,,10856.42
334,3041.993733263808,1812.0374755859375,8.434822082519531,0.05,,,10859.16
335,2343.173617727567,1806.7269287109375,8.808279037475586,0.05,,,10862.54
336,3367.9410553427933,1801.3009033203125,5.874349594116211,0.05,,,10865.93
337,2098.6346640457423,1795.919921875,8.192994117736816,0.05,,,10907.56
338,3793.1448367923035,1790.51171875,4.777001857757568,0.05,,,10910.02
339,4255.526107887372,1785.2108154296875,6.866243362426758,0.05,,,10913.28
340,5285.360326771599,1779.8984375,6.39299201965332,0.05,,,10916.73
341,4407.741653693602,1774.7012939453125,11.51149845123291,0.05,,,10919.76
342,3653.9263618544023,1769.525146484375,10.507596969604492,0.05,,,10940.96
343,3212.007844162225,1764.34619140625,9.078337669372559,0.05,,,10945.97
344,1691.197522533398,1759.1602783203125,8.130741119384766,0.05,,,11033.3
345,3850.5863834303996,1754.11572265625,10.757524490356445,0.05,,,11036.87
346,4738.917899998581,1748.9791259765625,7.141887187957764,0.05,,,11040.09
347,4059.010386023137,1743.937255859375,9.012468338012695,0.05,,,11043.66
348,4908.308977177402,1738.9732666015625,10.275737762451172,0.05,,,11047.37
349,3673.4030181336366,1734.094970703125,9.79037094116211,0.05,,,11080.57
350,3968.555361308892,1729.0765380859375,6.355045318603516,0.05,3138.871349834163,"0,1,3,7,4,2,6,5",11086.47
351,3307.8152494276987,1724.1927490234375,8.605513572692871,0.05,,,11103.55
352,4176.354014500968,1719.2398681640625,6.291938304901123,0.05,,,11106.99
353,5199.27982638038,1714.4307861328125,8.553707122802734,0.05,,,11110.5
354,4288.983453977291,1709.6688232421875,10.000162124633789,0.05,,,11113.62
355,2796.7786467759497,1704.876220703125,9.134298324584961,0.05,,,11117.1
356,2838.4706077588803,1700.040283203125,5.576450824737549,0.05,,,11231.12
357,3772.294618999856,1695.5355224609375,12.422534942626953,0.05,,,11282.94
358,3507.2897974234447,1690.8511962890625,9.666833877563477,0.05,,,11287.14
359,3165.788850894503,1686.2078857421875,10.577995300292969,0.05,,,11290.6
360,3533.7019234444783,1681.607421875,9.966564178466797,0.05,,,11311.13
361,4495.030193971065,1677.1474609375,15.957732200622559,0.05,,,11314.7
362,4755.233662509952,1672.4549560546875,7.586111068725586,0.05,,,11318.09
363,3438.2516333782864,1667.860107421875,10.563373565673828,0.05,,,11321.05
